EmployeeID,Skill,ProficiencyLevel,LastAssessed
437,B2B Sales,Beginner,2026-03-15
437,Market Analysis,Intermediate,2026-03-15
438,Account Management,Intermediate,2026-03-15
438,Negotiation,Intermediate,2026-03-15
438,Data Analysis,Advanced,2026-03-15
438,Python,Beginner,2026-03-15
438,CRM,Intermediate,2026-03-15
438,B2B Sales,Advanced,2026-03-15
438,Market Analysis,Intermediate,2026-03-15
438,Communication,Intermediate,2026-03-15
439,Deep Learning,Beginner,2026-03-15
439,Machine Learning,Advanced,2026-03-15
439,SQL,Advanced,2026-03-15
439,Python,Beginner,2026-03-15
439,Statistics,Beginner,2026-03-15
439,Data Visualization,Intermediate,2026-03-15
440,Deep Learning,Advanced,2026-03-15
440,Machine Learning,Advanced,2026-03-15
440,SQL,Beginner,2026-03-15
440,Python,Advanced,2026-03-15
440,Statistics,Intermediate,2026-03-15
440,Data Visualization,Intermediate,2026-03-15
441,Deep Learning,Intermediate,2026-03-15
441,Machine Learning,Beginner,2026-03-15
441,PowerBI,Advanced,2026-03-15
441,SQL,Intermediate,2026-03-15
441,Python,Intermediate,2026-03-15
441,Statistics,Intermediate,2026-03-15
441,Data Visualization,Intermediate,2026-03-15
442,Supply Chain,Intermediate,2026-03-15
442,Lean Manufacturing,Intermediate,2026-03-15
442,SQL,Intermediate,2026-03-15
442,Six Sigma,Intermediate,2026-03-15
442,Excel,Intermediate,2026-03-15
442,Budgeting,Intermediate,2026-03-15
444,PowerBI,Intermediate,2026-03-15
444,SQL,Beginner,2026-03-15
444,Python,Intermediate,2026-03-15
444,Excel,Beginner,2026-03-15
444,Git,Intermediate,2026-03-15
444,Communication,Advanced,2026-03-15
445,Account Management,Beginner,2026-03-15
445,Negotiation,Intermediate,2026-03-15
445,CRM,Intermediate,2026-03-15
445,B2B Sales,Advanced,2026-03-15
445,Communication,Intermediate,2026-03-15
446,PowerBI,Advanced,2026-03-15
446,Account Management,Advanced,2026-03-15
446,Negotiation,Advanced,2026-03-15
446,CRM,Beginner,2026-03-15
446,B2B Sales,Beginner,2026-03-15
446,Market Analysis,Intermediate,2026-03-15
446,Communication,Advanced,2026-03-15
447,PowerBI,Advanced,2026-03-15
447,SQL,Intermediate,2026-03-15
447,Python,Beginner,2026-03-15
447,Excel,Intermediate,2026-03-15
447,Communication,Intermediate,2026-03-15
448,PowerBI,Advanced,2026-03-15
448,MLOps,Beginner,2026-03-15
448,Python,Beginner,2026-03-15
448,Excel,Beginner,2026-03-15
448,Git,Beginner,2026-03-15
449,Account Management,Beginner,2026-03-15
449,Negotiation,Intermediate,2026-03-15
449,CRM,Intermediate,2026-03-15
449,Docker,Beginner,2026-03-15
449,B2B Sales,Intermediate,2026-03-15
449,Git,Advanced,2026-03-15
450,Deep Learning,Beginner,2026-03-15
450,Machine Learning,Beginner,2026-03-15
450,MLOps,Advanced,2026-03-15
450,Python,Beginner,2026-03-15
450,SQL,Beginner,2026-03-15
450,Statistics,Intermediate,2026-03-15
450,AWS,Intermediate,2026-03-15
451,Git,Intermediate,2026-03-15
451,Python,Intermediate,2026-03-15
451,PowerBI,Intermediate,2026-03-15
451,Excel,Beginner,2026-03-15
452,Deep Learning,Intermediate,2026-03-15
452,Machine Learning,Intermediate,2026-03-15
452,Python,Intermediate,2026-03-15
452,SQL,Beginner,2026-03-15
452,Statistics,Intermediate,2026-03-15
452,Communication,Beginner,2026-03-15
452,Data Visualization,Intermediate,2026-03-15
453,Account Management,Intermediate,2026-03-15
453,Negotiation,Intermediate,2026-03-15
453,CRM,Intermediate,2026-03-15
453,AWS,Beginner,2026-03-15
453,B2B Sales,Beginner,2026-03-15
453,Market Analysis,Intermediate,2026-03-15
453,Communication,Advanced,2026-03-15
454,PowerBI,Intermediate,2026-03-15
454,Python,Beginner,2026-03-15
454,Docker,Beginner,2026-03-15
454,Statistics,Intermediate,2026-03-15
454,Git,Advanced,2026-03-15
455,PowerBI,Intermediate,2026-03-15
455,Data Analysis,Advanced,2026-03-15
455,Python,Advanced,2026-03-15
455,SQL,Intermediate,2026-03-15
455,Excel,Intermediate,2026-03-15
455,Git,Advanced,2026-03-15
456,Account Management,Intermediate,2026-03-15
456,MLOps,Beginner,2026-03-15
456,Negotiation,Beginner,2026-03-15
456,Data Analysis,Advanced,2026-03-15
456,CRM,Intermediate,2026-03-15
456,B2B Sales,Beginner,2026-03-15
456,Communication,Intermediate,2026-03-15
458,Account Management,Intermediate,2026-03-15
458,MLOps,Intermediate,2026-03-15
458,B2B Sales,Intermediate,2026-03-15
458,Git,Advanced,2026-03-15
458,Market Analysis,Intermediate,2026-03-15
458,Communication,Advanced,2026-03-15
460,Supply Chain,Advanced,2026-03-15
460,Lean Manufacturing,Beginner,2026-03-15
460,Python,Advanced,2026-03-15
460,Six Sigma,Beginner,2026-03-15
460,Plant Management,Intermediate,2026-03-15
460,Budgeting,Intermediate,2026-03-15
461,PowerBI,Advanced,2026-03-15
461,SQL,Beginner,2026-03-15
461,Python,Intermediate,2026-03-15
461,Excel,Intermediate,2026-03-15
461,Git,Intermediate,2026-03-15
462,Supply Chain,Beginner,2026-03-15
462,Lean Manufacturing,Intermediate,2026-03-15
462,SQL,Beginner,2026-03-15
462,Six Sigma,Intermediate,2026-03-15
462,Plant Management,Intermediate,2026-03-15
462,Budgeting,Intermediate,2026-03-15
463,Negotiation,Intermediate,2026-03-15
463,Data Analysis,Advanced,2026-03-15
463,CRM,Advanced,2026-03-15
463,Excel,Beginner,2026-03-15
463,Market Analysis,Beginner,2026-03-15
463,Communication,Intermediate,2026-03-15
464,Supply Chain,Intermediate,2026-03-15
464,Six Sigma,Intermediate,2026-03-15
464,Excel,Beginner,2026-03-15
464,Plant Management,Intermediate,2026-03-15
464,Communication,Intermediate,2026-03-15
465,Deep Learning,Intermediate,2026-03-15
465,Machine Learning,Intermediate,2026-03-15
465,Python,Intermediate,2026-03-15
465,SQL,Intermediate,2026-03-15
465,Statistics,Advanced,2026-03-15
465,AWS,Intermediate,2026-03-15
465,Git,Beginner,2026-03-15
465,Data Visualization,Intermediate,2026-03-15
466,Data Analysis,Intermediate,2026-03-15
466,Supply Chain,Beginner,2026-03-15
466,Six Sigma,Intermediate,2026-03-15
466,Budgeting,Beginner,2026-03-15
467,PowerBI,Beginner,2026-03-15
467,Data Analysis,Intermediate,2026-03-15
467,SQL,Intermediate,2026-03-15
467,Excel,Beginner,2026-03-15
467,Git,Intermediate,2026-03-15
468,PowerBI,Intermediate,2026-03-15
468,SQL,Advanced,2026-03-15
468,Python,Intermediate,2026-03-15
468,AWS,Beginner,2026-03-15
468,Excel,Advanced,2026-03-15
468,Git,Intermediate,2026-03-15
469,Account Management,Beginner,2026-03-15
469,SQL,Beginner,2026-03-15
469,CRM,Advanced,2026-03-15
469,Statistics,Intermediate,2026-03-15
469,B2B Sales,Intermediate,2026-03-15
469,Market Analysis,Beginner,2026-03-15
469,Communication,Intermediate,2026-03-15
470,SQL,Intermediate,2026-03-15
470,Git,Intermediate,2026-03-15
470,Python,Intermediate,2026-03-15
470,PowerBI,Beginner,2026-03-15
471,Git,Intermediate,2026-03-15
471,PowerBI,Beginner,2026-03-15
471,Python,Intermediate,2026-03-15
471,Excel,Beginner,2026-03-15
473,PowerBI,Advanced,2026-03-15
473,Python,Intermediate,2026-03-15
473,AWS,Intermediate,2026-03-15
473,Excel,Advanced,2026-03-15
473,Git,Beginner,2026-03-15
474,Data Analysis,Beginner,2026-03-15
474,Python,Advanced,2026-03-15
474,Machine Learning,Intermediate,2026-03-15
474,Statistics,Intermediate,2026-03-15
475,PowerBI,Intermediate,2026-03-15
475,Account Management,Intermediate,2026-03-15
475,CRM,Beginner,2026-03-15
475,Excel,Beginner,2026-03-15
475,B2B Sales,Intermediate,2026-03-15
475,Market Analysis,Intermediate,2026-03-15
475,Communication,Intermediate,2026-03-15
476,Account Management,Intermediate,2026-03-15
476,CRM,Intermediate,2026-03-15
476,Statistics,Intermediate,2026-03-15
476,B2B Sales,Beginner,2026-03-15
476,Git,Intermediate,2026-03-15
476,Market Analysis,Beginner,2026-03-15
476,Communication,Intermediate,2026-03-15
477,PowerBI,Intermediate,2026-03-15
477,Python,Beginner,2026-03-15
477,SQL,Intermediate,2026-03-15
477,Excel,Beginner,2026-03-15
477,Git,Intermediate,2026-03-15
478,SQL,Advanced,2026-03-15
478,Git,Beginner,2026-03-15
478,Python,Intermediate,2026-03-15
478,Excel,Intermediate,2026-03-15
479,Account Management,Intermediate,2026-03-15
479,Negotiation,Advanced,2026-03-15
479,Data Analysis,Intermediate,2026-03-15
479,CRM,Intermediate,2026-03-15
479,B2B Sales,Beginner,2026-03-15
479,Market Analysis,Intermediate,2026-03-15
479,Communication,Beginner,2026-03-15
481,Account Management,Advanced,2026-03-15
481,Negotiation,Beginner,2026-03-15
481,CRM,Intermediate,2026-03-15
481,Docker,Intermediate,2026-03-15
481,B2B Sales,Intermediate,2026-03-15
481,Market Analysis,Advanced,2026-03-15
481,Communication,Beginner,2026-03-15
482,SQL,Intermediate,2026-03-15
482,Git,Beginner,2026-03-15
482,PowerBI,Intermediate,2026-03-15
482,Excel,Intermediate,2026-03-15
483,PowerBI,Advanced,2026-03-15
483,Python,Intermediate,2026-03-15
483,SQL,Intermediate,2026-03-15
483,Excel,Intermediate,2026-03-15
483,Git,Intermediate,2026-03-15
484,PowerBI,Intermediate,2026-03-15
484,SQL,Advanced,2026-03-15
484,Python,Advanced,2026-03-15
484,Statistics,Intermediate,2026-03-15
484,Excel,Intermediate,2026-03-15
484,Git,Intermediate,2026-03-15
485,PowerBI,Beginner,2026-03-15
485,Data Analysis,Intermediate,2026-03-15
485,SQL,Intermediate,2026-03-15
485,Excel,Intermediate,2026-03-15
485,Git,Intermediate,2026-03-15
486,SQL,Beginner,2026-03-15
486,Python,Beginner,2026-03-15
486,PowerBI,Intermediate,2026-03-15
486,Statistics,Intermediate,2026-03-15
487,Supply Chain,Intermediate,2026-03-15
487,Lean Manufacturing,Beginner,2026-03-15
487,Docker,Intermediate,2026-03-15
487,Plant Management,Beginner,2026-03-15
487,Budgeting,Intermediate,2026-03-15
488,PowerBI,Intermediate,2026-03-15
488,Account Management,Advanced,2026-03-15
488,MLOps,Intermediate,2026-03-15
488,Negotiation,Intermediate,2026-03-15
488,B2B Sales,Beginner,2026-03-15
488,Market Analysis,Advanced,2026-03-15
491,PowerBI,Beginner,2026-03-15
491,Python,Intermediate,2026-03-15
491,SQL,Intermediate,2026-03-15
491,Excel,Advanced,2026-03-15
491,Git,Intermediate,2026-03-15
492,PowerBI,Advanced,2026-03-15
492,Account Management,Intermediate,2026-03-15
492,Data Analysis,Advanced,2026-03-15
492,CRM,Intermediate,2026-03-15
492,B2B Sales,Intermediate,2026-03-15
492,Market Analysis,Intermediate,2026-03-15
492,Communication,Intermediate,2026-03-15
493,PowerBI,Intermediate,2026-03-15
493,Machine Learning,Intermediate,2026-03-15
493,Deep Learning,Advanced,2026-03-15
493,SQL,Intermediate,2026-03-15
493,Data Visualization,Beginner,2026-03-15
494,Git,Beginner,2026-03-15
494,PowerBI,Intermediate,2026-03-15
494,Statistics,Intermediate,2026-03-15
494,Excel,Intermediate,2026-03-15
495,Deep Learning,Intermediate,2026-03-15
495,Machine Learning,Beginner,2026-03-15
495,MLOps,Intermediate,2026-03-15
495,SQL,Advanced,2026-03-15
495,Python,Advanced,2026-03-15
495,Statistics,Intermediate,2026-03-15
495,Data Visualization,Intermediate,2026-03-15
496,PowerBI,Advanced,2026-03-15
496,Data Analysis,Beginner,2026-03-15
496,SQL,Intermediate,2026-03-15
496,Excel,Beginner,2026-03-15
496,Git,Advanced,2026-03-15
497,SQL,Beginner,2026-03-15
497,PowerBI,Intermediate,2026-03-15
497,Python,Beginner,2026-03-15
497,AWS,Intermediate,2026-03-15
498,Account Management,Intermediate,2026-03-15
498,MLOps,Beginner,2026-03-15
498,Negotiation,Intermediate,2026-03-15
498,Data Analysis,Intermediate,2026-03-15
498,CRM,Advanced,2026-03-15
498,B2B Sales,Intermediate,2026-03-15
498,Market Analysis,Beginner,2026-03-15
498,Communication,Intermediate,2026-03-15
499,SQL,Advanced,2026-03-15
499,Git,Intermediate,2026-03-15
499,Python,Beginner,2026-03-15
499,Excel,Intermediate,2026-03-15
500,PowerBI,Beginner,2026-03-15
500,Account Management,Beginner,2026-03-15
500,Negotiation,Advanced,2026-03-15
500,CRM,Beginner,2026-03-15
500,B2B Sales,Advanced,2026-03-15
500,Market Analysis,Intermediate,2026-03-15
500,Communication,Advanced,2026-03-15
501,Deep Learning,Intermediate,2026-03-15
501,Python,Intermediate,2026-03-15
501,SQL,Advanced,2026-03-15
501,Statistics,Intermediate,2026-03-15
501,Git,Intermediate,2026-03-15
501,Data Visualization,Intermediate,2026-03-15
502,Account Management,Beginner,2026-03-15
502,Negotiation,Intermediate,2026-03-15
502,CRM,Intermediate,2026-03-15
502,Statistics,Beginner,2026-03-15
502,B2B Sales,Intermediate,2026-03-15
502,Market Analysis,Advanced,2026-03-15
502,Communication,Intermediate,2026-03-15
505,PowerBI,Intermediate,2026-03-15
505,Data Analysis,Intermediate,2026-03-15
505,Python,Beginner,2026-03-15
505,SQL,Beginner,2026-03-15
505,Excel,Advanced,2026-03-15
505,Git,Beginner,2026-03-15
507,Account Management,Intermediate,2026-03-15
507,Negotiation,Beginner,2026-03-15
507,CRM,Intermediate,2026-03-15
507,Docker,Beginner,2026-03-15
507,B2B Sales,Intermediate,2026-03-15
507,Market Analysis,Intermediate,2026-03-15
508,SQL,Intermediate,2026-03-15
508,Git,Beginner,2026-03-15
508,PowerBI,Beginner,2026-03-15
508,Excel,Intermediate,2026-03-15
510,Machine Learning,Intermediate,2026-03-15
510,Data Analysis,Beginner,2026-03-15
510,Python,Intermediate,2026-03-15
510,Excel,Intermediate,2026-03-15
510,Data Visualization,Intermediate,2026-03-15
511,Deep Learning,Advanced,2026-03-15
511,SQL,Advanced,2026-03-15
511,Python,Beginner,2026-03-15
511,Docker,Intermediate,2026-03-15
511,Data Visualization,Intermediate,2026-03-15
513,Negotiation,Intermediate,2026-03-15
513,Python,Advanced,2026-03-15
513,CRM,Beginner,2026-03-15
513,B2B Sales,Advanced,2026-03-15
513,Market Analysis,Intermediate,2026-03-15
513,Communication,Beginner,2026-03-15
514,Deep Learning,Intermediate,2026-03-15
514,Machine Learning,Beginner,2026-03-15
514,SQL,Advanced,2026-03-15
514,Python,Intermediate,2026-03-15
514,Statistics,Intermediate,2026-03-15
514,Communication,Intermediate,2026-03-15
514,Data Visualization,Intermediate,2026-03-15
515,PowerBI,Beginner,2026-03-15
515,SQL,Intermediate,2026-03-15
515,Docker,Intermediate,2026-03-15
515,Excel,Intermediate,2026-03-15
515,Git,Intermediate,2026-03-15
516,CRM,Beginner,2026-03-15
516,Docker,Beginner,2026-03-15
516,B2B Sales,Beginner,2026-03-15
516,Git,Intermediate,2026-03-15
516,Market Analysis,Advanced,2026-03-15
516,Communication,Intermediate,2026-03-15
517,SQL,Intermediate,2026-03-15
517,PowerBI,Beginner,2026-03-15
517,Statistics,Intermediate,2026-03-15
517,Excel,Beginner,2026-03-15
518,Docker,Beginner,2026-03-15
518,Lean Manufacturing,Advanced,2026-03-15
518,Supply Chain,Advanced,2026-03-15
518,Six Sigma,Intermediate,2026-03-15
520,PowerBI,Intermediate,2026-03-15
520,Python,Beginner,2026-03-15
520,Statistics,Intermediate,2026-03-15
520,Excel,Intermediate,2026-03-15
520,Git,Intermediate,2026-03-15
521,SQL,Beginner,2026-03-15
521,Python,Intermediate,2026-03-15
521,AWS,Advanced,2026-03-15
521,Excel,Intermediate,2026-03-15
521,Git,Advanced,2026-03-15
522,Git,Intermediate,2026-03-15
522,PowerBI,Intermediate,2026-03-15
522,SQL,Intermediate,2026-03-15
522,Excel,Advanced,2026-03-15
523,Account Management,Intermediate,2026-03-15
523,Negotiation,Intermediate,2026-03-15
523,CRM,Intermediate,2026-03-15
523,B2B Sales,Intermediate,2026-03-15
523,Git,Advanced,2026-03-15
523,Market Analysis,Advanced,2026-03-15
523,Communication,Intermediate,2026-03-15
524,Lean Manufacturing,Beginner,2026-03-15
524,Six Sigma,Beginner,2026-03-15
524,Communication,Beginner,2026-03-15
524,Budgeting,Intermediate,2026-03-15
525,PowerBI,Beginner,2026-03-15
525,Python,Intermediate,2026-03-15
525,SQL,Advanced,2026-03-15
525,Excel,Intermediate,2026-03-15
525,Git,Beginner,2026-03-15
526,SQL,Beginner,2026-03-15
526,PowerBI,Advanced,2026-03-15
526,Python,Beginner,2026-03-15
526,Excel,Beginner,2026-03-15
527,Account Management,Advanced,2026-03-15
527,MLOps,Advanced,2026-03-15
527,Negotiation,Beginner,2026-03-15
527,CRM,Beginner,2026-03-15
527,B2B Sales,Beginner,2026-03-15
527,Market Analysis,Advanced,2026-03-15
527,Communication,Beginner,2026-03-15
529,Deep Learning,Intermediate,2026-03-15
529,Python,Intermediate,2026-03-15
529,SQL,Advanced,2026-03-15
529,Statistics,Intermediate,2026-03-15
529,Communication,Intermediate,2026-03-15
529,Data Visualization,Beginner,2026-03-15
530,PowerBI,Intermediate,2026-03-15
530,MLOps,Intermediate,2026-03-15
530,SQL,Intermediate,2026-03-15
530,Excel,Intermediate,2026-03-15
530,Git,Intermediate,2026-03-15
531,PowerBI,Advanced,2026-03-15
531,SQL,Advanced,2026-03-15
531,Python,Beginner,2026-03-15
531,Docker,Intermediate,2026-03-15
531,Statistics,Beginner,2026-03-15
531,Git,Intermediate,2026-03-15
532,MLOps,Intermediate,2026-03-15
532,CRM,Intermediate,2026-03-15
532,Excel,Advanced,2026-03-15
532,Market Analysis,Intermediate,2026-03-15
532,Communication,Intermediate,2026-03-15
533,Account Management,Beginner,2026-03-15
533,Negotiation,Intermediate,2026-03-15
533,CRM,Advanced,2026-03-15
533,B2B Sales,Intermediate,2026-03-15
533,Communication,Intermediate,2026-03-15
534,MLOps,Beginner,2026-03-15
534,Communication,Beginner,2026-03-15
534,Account Management,Intermediate,2026-03-15
534,CRM,Beginner,2026-03-15
536,SQL,Advanced,2026-03-15
536,Data Analysis,Beginner,2026-03-15
536,PowerBI,Intermediate,2026-03-15
536,Excel,Advanced,2026-03-15
538,PowerBI,Intermediate,2026-03-15
538,MLOps,Advanced,2026-03-15
538,SQL,Intermediate,2026-03-15
538,Excel,Intermediate,2026-03-15
538,Git,Beginner,2026-03-15
543,Supply Chain,Intermediate,2026-03-15
543,SQL,Intermediate,2026-03-15
543,Six Sigma,Beginner,2026-03-15
543,Plant Management,Intermediate,2026-03-15
543,Budgeting,Intermediate,2026-03-15
544,Deep Learning,Intermediate,2026-03-15
544,Machine Learning,Intermediate,2026-03-15
544,SQL,Beginner,2026-03-15
544,Python,Advanced,2026-03-15
544,Statistics,Intermediate,2026-03-15
544,Data Visualization,Intermediate,2026-03-15
546,PowerBI,Intermediate,2026-03-15
546,SQL,Beginner,2026-03-15
546,Python,Beginner,2026-03-15
546,Excel,Beginner,2026-03-15
546,Git,Intermediate,2026-03-15
547,Deep Learning,Intermediate,2026-03-15
547,Python,Intermediate,2026-03-15
547,SQL,Advanced,2026-03-15
547,Statistics,Intermediate,2026-03-15
547,AWS,Intermediate,2026-03-15
547,Data Visualization,Beginner,2026-03-15
548,Supply Chain,Advanced,2026-03-15
548,Lean Manufacturing,Advanced,2026-03-15
548,Data Analysis,Beginner,2026-03-15
548,SQL,Advanced,2026-03-15
548,Six Sigma,Intermediate,2026-03-15
548,Plant Management,Intermediate,2026-03-15
548,Budgeting,Intermediate,2026-03-15
549,SQL,Advanced,2026-03-15
549,Git,Intermediate,2026-03-15
549,PowerBI,Advanced,2026-03-15
549,Excel,Intermediate,2026-03-15
550,Lean Manufacturing,Beginner,2026-03-15
550,Six Sigma,Intermediate,2026-03-15
550,Statistics,Beginner,2026-03-15
550,Excel,Intermediate,2026-03-15
550,Plant Management,Beginner,2026-03-15
550,Budgeting,Beginner,2026-03-15
551,PowerBI,Intermediate,2026-03-15
551,SQL,Intermediate,2026-03-15
551,Python,Intermediate,2026-03-15
551,AWS,Intermediate,2026-03-15
551,Excel,Intermediate,2026-03-15
551,Git,Beginner,2026-03-15
554,PowerBI,Intermediate,2026-03-15
554,Data Analysis,Advanced,2026-03-15
554,SQL,Intermediate,2026-03-15
554,Python,Intermediate,2026-03-15
554,Git,Advanced,2026-03-15
555,SQL,Advanced,2026-03-15
555,Python,Intermediate,2026-03-15
555,PowerBI,Beginner,2026-03-15
555,Excel,Beginner,2026-03-15
556,PowerBI,Beginner,2026-03-15
556,Python,Intermediate,2026-03-15
556,SQL,Advanced,2026-03-15
556,Statistics,Intermediate,2026-03-15
556,Excel,Intermediate,2026-03-15
556,Git,Beginner,2026-03-15
558,Git,Intermediate,2026-03-15
558,PowerBI,Intermediate,2026-03-15
558,SQL,Beginner,2026-03-15
558,Excel,Advanced,2026-03-15
560,Deep Learning,Intermediate,2026-03-15
560,Machine Learning,Beginner,2026-03-15
560,MLOps,Advanced,2026-03-15
560,SQL,Advanced,2026-03-15
560,Python,Intermediate,2026-03-15
560,Statistics,Advanced,2026-03-15
560,Data Visualization,Intermediate,2026-03-15
562,PowerBI,Advanced,2026-03-15
562,Data Analysis,Intermediate,2026-03-15
562,Python,Intermediate,2026-03-15
562,SQL,Beginner,2026-03-15
562,Docker,Intermediate,2026-03-15
562,Excel,Advanced,2026-03-15
562,Git,Intermediate,2026-03-15
564,PowerBI,Intermediate,2026-03-15
564,SQL,Intermediate,2026-03-15
564,Python,Intermediate,2026-03-15
564,Statistics,Intermediate,2026-03-15
564,Excel,Beginner,2026-03-15
564,Git,Beginner,2026-03-15
565,Python,Intermediate,2026-03-15
565,SQL,Intermediate,2026-03-15
565,Statistics,Intermediate,2026-03-15
565,Deep Learning,Intermediate,2026-03-15
566,PowerBI,Advanced,2026-03-15
566,SQL,Advanced,2026-03-15
566,Python,Beginner,2026-03-15
566,Excel,Advanced,2026-03-15
566,Git,Intermediate,2026-03-15
567,Account Management,Intermediate,2026-03-15
567,CRM,Intermediate,2026-03-15
567,Statistics,Beginner,2026-03-15
567,Excel,Intermediate,2026-03-15
567,Market Analysis,Intermediate,2026-03-15
568,PowerBI,Beginner,2026-03-15
568,Python,Intermediate,2026-03-15
568,SQL,Advanced,2026-03-15
568,Excel,Beginner,2026-03-15
568,Git,Advanced,2026-03-15
569,Python,Intermediate,2026-03-15
569,SQL,Advanced,2026-03-15
569,Statistics,Intermediate,2026-03-15
569,Excel,Intermediate,2026-03-15
569,Git,Intermediate,2026-03-15
571,PowerBI,Intermediate,2026-03-15
571,SQL,Intermediate,2026-03-15
571,Python,Advanced,2026-03-15
571,Docker,Intermediate,2026-03-15
571,Excel,Beginner,2026-03-15
571,Git,Beginner,2026-03-15
573,PowerBI,Beginner,2026-03-15
573,Negotiation,Intermediate,2026-03-15
573,CRM,Intermediate,2026-03-15
573,Excel,Advanced,2026-03-15
573,Communication,Intermediate,2026-03-15
574,Supply Chain,Intermediate,2026-03-15
574,Lean Manufacturing,Intermediate,2026-03-15
574,Six Sigma,Intermediate,2026-03-15
574,Excel,Beginner,2026-03-15
574,Plant Management,Intermediate,2026-03-15
574,Budgeting,Intermediate,2026-03-15
575,PowerBI,Intermediate,2026-03-15
575,SQL,Beginner,2026-03-15
575,Python,Advanced,2026-03-15
575,Excel,Intermediate,2026-03-15
575,Git,Intermediate,2026-03-15
577,PowerBI,Intermediate,2026-03-15
577,Data Analysis,Intermediate,2026-03-15
577,SQL,Intermediate,2026-03-15
577,Python,Advanced,2026-03-15
577,Git,Intermediate,2026-03-15
578,PowerBI,Beginner,2026-03-15
578,SQL,Beginner,2026-03-15
578,AWS,Advanced,2026-03-15
578,Excel,Beginner,2026-03-15
578,Git,Intermediate,2026-03-15
579,Deep Learning,Intermediate,2026-03-15
579,Machine Learning,Intermediate,2026-03-15
579,Data Analysis,Beginner,2026-03-15
579,SQL,Advanced,2026-03-15
579,Statistics,Intermediate,2026-03-15
579,Data Visualization,Intermediate,2026-03-15
580,Account Management,Intermediate,2026-03-15
580,Negotiation,Advanced,2026-03-15
580,CRM,Intermediate,2026-03-15
580,Docker,Intermediate,2026-03-15
580,B2B Sales,Intermediate,2026-03-15
580,Market Analysis,Advanced,2026-03-15
580,Communication,Beginner,2026-03-15
581,Lean Manufacturing,Intermediate,2026-03-15
581,Supply Chain,Beginner,2026-03-15
581,Six Sigma,Intermediate,2026-03-15
581,Statistics,Intermediate,2026-03-15
582,SQL,Intermediate,2026-03-15
582,PowerBI,Intermediate,2026-03-15
582,Python,Intermediate,2026-03-15
582,Git,Advanced,2026-03-15
584,PowerBI,Intermediate,2026-03-15
584,Data Analysis,Beginner,2026-03-15
584,SQL,Intermediate,2026-03-15
584,Python,Intermediate,2026-03-15
584,Excel,Intermediate,2026-03-15
584,Git,Intermediate,2026-03-15
585,SQL,Beginner,2026-03-15
585,Python,Intermediate,2026-03-15
585,PowerBI,Beginner,2026-03-15
585,Communication,Beginner,2026-03-15
586,SQL,Advanced,2026-03-15
586,Git,Intermediate,2026-03-15
586,Python,Intermediate,2026-03-15
586,PowerBI,Intermediate,2026-03-15
587,MLOps,Advanced,2026-03-15
587,SQL,Intermediate,2026-03-15
587,Python,Advanced,2026-03-15
587,Excel,Advanced,2026-03-15
587,Git,Advanced,2026-03-15
590,Data Analysis,Beginner,2026-03-15
590,SQL,Intermediate,2026-03-15
590,Excel,Beginner,2026-03-15
590,Git,Intermediate,2026-03-15
590,Communication,Beginner,2026-03-15
591,PowerBI,Intermediate,2026-03-15
591,Python,Advanced,2026-03-15
591,Statistics,Advanced,2026-03-15
591,Excel,Intermediate,2026-03-15
591,Git,Intermediate,2026-03-15
592,PowerBI,Advanced,2026-03-15
592,Account Management,Advanced,2026-03-15
592,Negotiation,Beginner,2026-03-15
592,CRM,Beginner,2026-03-15
592,Excel,Intermediate,2026-03-15
592,B2B Sales,Advanced,2026-03-15
592,Market Analysis,Intermediate,2026-03-15
592,Communication,Beginner,2026-03-15
593,Git,Intermediate,2026-03-15
593,Python,Advanced,2026-03-15
593,PowerBI,Intermediate,2026-03-15
593,Excel,Intermediate,2026-03-15
595,Account Management,Advanced,2026-03-15
595,Negotiation,Intermediate,2026-03-15
595,CRM,Intermediate,2026-03-15
595,B2B Sales,Intermediate,2026-03-15
595,Market Analysis,Advanced,2026-03-15
595,Communication,Intermediate,2026-03-15
597,Git,Intermediate,2026-03-15
597,PowerBI,Beginner,2026-03-15
597,AWS,Intermediate,2026-03-15
597,Excel,Advanced,2026-03-15
599,Account Management,Advanced,2026-03-15
599,Negotiation,Intermediate,2026-03-15
599,CRM,Intermediate,2026-03-15
599,Excel,Intermediate,2026-03-15
599,B2B Sales,Intermediate,2026-03-15
599,Market Analysis,Beginner,2026-03-15
599,Communication,Advanced,2026-03-15
600,Account Management,Intermediate,2026-03-15
600,SQL,Intermediate,2026-03-15
600,CRM,Intermediate,2026-03-15
600,B2B Sales,Beginner,2026-03-15
600,Market Analysis,Beginner,2026-03-15
600,Communication,Advanced,2026-03-15
601,Supply Chain,Intermediate,2026-03-15
601,Lean Manufacturing,Beginner,2026-03-15
601,Data Analysis,Intermediate,2026-03-15
601,Plant Management,Advanced,2026-03-15
601,Git,Intermediate,2026-03-15
601,Budgeting,Intermediate,2026-03-15
602,PowerBI,Advanced,2026-03-15
602,SQL,Beginner,2026-03-15
602,AWS,Intermediate,2026-03-15
602,Excel,Beginner,2026-03-15
602,Git,Intermediate,2026-03-15
604,Account Management,Intermediate,2026-03-15
604,Negotiation,Advanced,2026-03-15
604,CRM,Intermediate,2026-03-15
604,AWS,Beginner,2026-03-15
604,B2B Sales,Intermediate,2026-03-15
604,Market Analysis,Intermediate,2026-03-15
604,Communication,Beginner,2026-03-15
